especificacao,categoria,subcategoria,trimestre,periodo,ano,mes,quantidade
Vinterna.Planos,Vinterna,Planos,2,Mai_2020,2020,Mai,610.912
Vinterna.Longos,Vinterna,Longos,2,Mai_2020,2020,Mai,565.856
Vinterna.Placas,Vinterna,Placas,2,Mai_2020,2020,Mai,12.079
Vinterna.Blocos,Vinterna,Blocos,2,Mai_2020,2020,Mai,9.084
Vexterna.Planos,Vexterna,Planos,2,Mai_2020,2020,Mai,109.749
Vexterna.Longos,Vexterna,Longos,2,Mai_2020,2020,Mai,129.248
Vexterna.Placas,Vexterna,Placas,2,Mai_2020,2020,Mai,717.383
Vexterna.Blocos,Vexterna,Blocos,2,Mai_2020,2020,Mai,9.732
Cexterior.Planos,Cexterior,Planos,2,Mai_2020,2020,Mai,212.32
Cexterior.Longos,Cexterior,Longos,2,Mai_2020,2020,Mai,131.329
Cexterior.Placas,Cexterior,Placas,2,Mai_2020,2020,Mai,591.285
Cexterior.Blocos,Cexterior,Blocos,2,Mai_2020,2020,Mai,4.956
Importacao.Planos,Importacao,Planos,2,Mai_2020,2020,Mai,104.557
Importacao.Longos,Importacao,Longos,2,Mai_2020,2020,Mai,42.478
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Mai_2020,2020,Mai,1.889
Caparente.Planos,Caparente,Planos,2,Mai_2020,2020,Mai,728.081
Caparente.Longos,Caparente,Longos,2,Mai_2020,2020,Mai,619.255
Producao.Aco Bruto,Producao,Aco Bruto,2,Jun_2020,2020,Jun,2138.728
Producao.Planos,Producao,Planos,2,Jun_2020,2020,Jun,879.43
Producao.Longos,Producao,Longos,2,Jun_2020,2020,Jun,672.551
Producao.Placas,Producao,Placas,2,Jun_2020,2020,Jun,606.447
Producao.Blocos,Producao,Blocos,2,Jun_2020,2020,Jun,106.146
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Jun_2020,2020,Jun,1687.461
Vinterna.Planos,Vinterna,Planos,2,Jun_2020,2020,Jun,823.812
Vinterna.Longos,Vinterna,Longos,2,Jun_2020,2020,Jun,682.846
Vinterna.Placas,Vinterna,Placas,2,Jun_2020,2020,Jun,17.623
Vinterna.Blocos,Vinterna,Blocos,2,Jun_2020,2020,Jun,27.984
Vexterna.Planos,Vexterna,Planos,2,Jun_2020,2020,Jun,178.054
Vexterna.Longos,Vexterna,Longos,2,Jun_2020,2020,Jun,116.405
Vexterna.Placas,Vexterna,Placas,2,Jun_2020,2020,Jun,627.726
Vexterna.Blocos,Vexterna,Blocos,2,Jun_2020,2020,Jun,81.102
Cexterior.Planos,Cexterior,Planos,2,Jun_2020,2020,Jun,136.346
Cexterior.Longos,Cexterior,Longos,2,Jun_2020,2020,Jun,114.069
Cexterior.Placas,Cexterior,Placas,2,Jun_2020,2020,Jun,790.035
Cexterior.Blocos,Cexterior,Blocos,2,Jun_2020,2020,Jun,35.367
Importacao.Planos,Importacao,Planos,2,Jun_2020,2020,Jun,129.525
Importacao.Longos,Importacao,Longos,2,Jun_2020,2020,Jun,57.022
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Jun_2020,2020,Jun,3.58
Caparente.Planos,Caparente,Planos,2,Jun_2020,2020,Jun,971.666
Caparente.Longos,Caparente,Longos,2,Jun_2020,2020,Jun,771.257
Producao.Aco Bruto,Producao,Aco Bruto,3,Jul_2020,2020,Jul,2569.951
Producao.Planos,Producao,Planos,3,Jul_2020,2020,Jul,828.746
Producao.Longos,Producao,Longos,3,Jul_2020,2020,Jul,806.657
Producao.Placas,Producao,Placas,3,Jul_2020,2020,Jul,701.892
Producao.Blocos,Producao,Blocos,3,Jul_2020,2020,Jul,72.962
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Jul_2020,2020,Jul,1990.333
Vinterna.Planos,Vinterna,Planos,3,Jul_2020,2020,Jul,916.575
Vinterna.Longos,Vinterna,Longos,3,Jul_2020,2020,Jul,781.037
Vinterna.Placas,Vinterna,Placas,3,Jul_2020,2020,Jul,10.445
Vinterna.Blocos,Vinterna,Blocos,3,Jul_2020,2020,Jul,21.122
Vexterna.Planos,Vexterna,Planos,3,Jul_2020,2020,Jul,117.153
Vexterna.Longos,Vexterna,Longos,3,Jul_2020,2020,Jul,70.715
Vexterna.Placas,Vexterna,Placas,3,Jul_2020,2020,Jul,686.027
Vexterna.Blocos,Vexterna,Blocos,3,Jul_2020,2020,Jul,51.468
Cexterior.Planos,Cexterior,Planos,3,Jul_2020,2020,Jul,107.048
Cexterior.Longos,Cexterior,Longos,3,Jul_2020,2020,Jul,106.944
Cexterior.Placas,Cexterior,Placas,3,Jul_2020,2020,Jul,617.556
Cexterior.Blocos,Cexterior,Blocos,3,Jul_2020,2020,Jul,43.759
Importacao.Planos,Importacao,Planos,3,Jul_2020,2020,Jul,109.865
Importacao.Longos,Importacao,Longos,3,Jul_2020,2020,Jul,32.796
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Jul_2020,2020,Jul,2.847
Caparente.Planos,Caparente,Planos,3,Jul_2020,2020,Jul,1037.157
Caparente.Longos,Caparente,Longos,3,Jul_2020,2020,Jul,837.778
Producao.Aco Bruto,Producao,Aco Bruto,3,Ago_2020,2020,Ago,2705.136
Producao.Planos,Producao,Planos,3,Ago_2020,2020,Ago,997.552
Producao.Longos,Producao,Longos,3,Ago_2020,2020,Ago,825.915
Producao.Placas,Producao,Placas,3,Ago_2020,2020,Ago,581.795
Producao.Blocos,Producao,Blocos,3,Ago_2020,2020,Ago,45.869
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Ago_2020,2020,Ago,2121.498
Vinterna.Planos,Vinterna,Planos,3,Ago_2020,2020,Ago,967.263
Vinterna.Longos,Vinterna,Longos,3,Ago_2020,2020,Ago,739.553
Vinterna.Placas,Vinterna,Placas,3,Ago_2020,2020,Ago,9.447
Vinterna.Blocos,Vinterna,Blocos,3,Ago_2020,2020,Ago,13.13
Vexterna.Planos,Vexterna,Planos,3,Ago_2020,2020,Ago,95.12099999999998
Vexterna.Longos,Vexterna,Longos,3,Ago_2020,2020,Ago,88.537
Vexterna.Placas,Vexterna,Placas,3,Ago_2020,2020,Ago,621.927
Vexterna.Blocos,Vexterna,Blocos,3,Ago_2020,2020,Ago,35.499
Cexterior.Planos,Cexterior,Planos,3,Ago_2020,2020,Ago,68.197
Cexterior.Longos,Cexterior,Longos,3,Ago_2020,2020,Ago,76.44900000000001
Cexterior.Placas,Cexterior,Placas,3,Ago_2020,2020,Ago,628.769
Cexterior.Blocos,Cexterior,Blocos,3,Ago_2020,2020,Ago,67.321
Importacao.Planos,Importacao,Planos,3,Ago_2020,2020,Ago,90.773
Importacao.Longos,Importacao,Longos,3,Ago_2020,2020,Ago,37.79
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Ago_2020,2020,Ago,0.831
Caparente.Planos,Caparente,Planos,3,Ago_2020,2020,Ago,1067.486
Caparente.Longos,Caparente,Longos,3,Ago_2020,2020,Ago,791.205
Producao.Aco Bruto,Producao,Aco Bruto,3,Set_2020,2020,Set,2591.663
Producao.Planos,Producao,Planos,3,Set_2020,2020,Set,1096.683
Producao.Longos,Producao,Longos,3,Set_2020,2020,Set,854.115
Producao.Placas,Producao,Placas,3,Set_2020,2020,Set,412.477
Producao.Blocos,Producao,Blocos,3,Set_2020,2020,Set,43.79
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Set_2020,2020,Set,1990.157
Vinterna.Planos,Vinterna,Planos,3,Set_2020,2020,Set,1097.182
Vinterna.Longos,Vinterna,Longos,3,Set_2020,2020,Set,751.278
Vinterna.Placas,Vinterna,Placas,3,Set_2020,2020,Set,7.374
Vinterna.Blocos,Vinterna,Blocos,3,Set_2020,2020,Set,14.767
Vexterna.Planos,Vexterna,Planos,3,Set_2020,2020,Set,111.997
Vexterna.Longos,Vexterna,Longos,3,Set_2020,2020,Set,116.681
Vexterna.Placas,Vexterna,Placas,3,Set_2020,2020,Set,361.913
Vexterna.Blocos,Vexterna,Blocos,3,Set_2020,2020,Set,37.195
Cexterior.Planos,Cexterior,Planos,3,Set_2020,2020,Set,118.566
Cexterior.Longos,Cexterior,Longos,3,Set_2020,2020,Set,120.629
Cexterior.Placas,Cexterior,Placas,3,Set_2020,2020,Set,477.622
Cexterior.Blocos,Cexterior,Blocos,3,Set_2020,2020,Set,39.408
Importacao.Planos,Importacao,Planos,3,Set_2020,2020,Set,105.951
Importacao.Longos,Importacao,Longos,3,Set_2020,2020,Set,34.114
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Set_2020,2020,Set,2.127
Caparente.Planos,Caparente,Planos,3,Set_2020,2020,Set,1211.337
Caparente.Longos,Caparente,Longos,3,Set_2020,2020,Set,802.213
Producao.Aco Bruto,Producao,Aco Bruto,4,Out_2020,2020,Out,2784.028
Producao.Planos,Producao,Planos,4,Out_2020,2020,Out,1225.013
Producao.Longos,Producao,Longos,4,Out_2020,2020,Out,900.065
Producao.Placas,Producao,Placas,4,Out_2020,2020,Out,544.627
Producao.Blocos,Producao,Blocos,4,Out_2020,2020,Out,65.808
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Out_2020,2020,Out,2139.362
Vinterna.Planos,Vinterna,Planos,4,Out_2020,2020,Out,1101.98
Vinterna.Longos,Vinterna,Longos,4,Out_2020,2020,Out,792.251
Vinterna.Placas,Vinterna,Placas,4,Out_2020,2020,Out,11.839
Vinterna.Blocos,Vinterna,Blocos,4,Out_2020,2020,Out,24.138
Vexterna.Planos,Vexterna,Planos,4,Out_2020,2020,Out,92.981
Vexterna.Longos,Vexterna,Longos,4,Out_2020,2020,Out,79.315
Vexterna.Placas,Vexterna,Placas,4,Out_2020,2020,Out,571.982
Vexterna.Blocos,Vexterna,Blocos,4,Out_2020,2020,Out,47.259
Cexterior.Planos,Cexterior,Planos,4,Out_2020,2020,Out,97.521
Cexterior.Longos,Cexterior,Longos,4,Out_2020,2020,Out,107.03
Cexterior.Placas,Cexterior,Placas,4,Out_2020,2020,Out,630.907
Cexterior.Blocos,Cexterior,Blocos,4,Out_2020,2020,Out,6.838
Importacao.Planos,Importacao,Planos,4,Out_2020,2020,Out,95.531
Importacao.Longos,Importacao,Longos,4,Out_2020,2020,Out,43.555
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Out_2020,2020,Out,23.438
Caparente.Planos,Caparente,Planos,4,Out_2020,2020,Out,1210.527
Caparente.Longos,Caparente,Longos,4,Out_2020,2020,Out,862.044
Producao.Aco Bruto,Producao,Aco Bruto,4,Nov_2020,2020,Nov,2954.092
Producao.Planos,Producao,Planos,4,Nov_2020,2020,Nov,1081.75
Producao.Longos,Producao,Longos,4,Nov_2020,2020,Nov,863.404
Producao.Placas,Producao,Placas,4,Nov_2020,2020,Nov,691.755
Producao.Blocos,Producao,Blocos,4,Nov_2020,2020,Nov,17.672
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Nov_2020,2020,Nov,2325.076
Vinterna.Planos,Vinterna,Planos,4,Nov_2020,2020,Nov,1044.575
Vinterna.Longos,Vinterna,Longos,4,Nov_2020,2020,Nov,750.918
Vinterna.Placas,Vinterna,Placas,4,Nov_2020,2020,Nov,13.493
Vinterna.Blocos,Vinterna,Blocos,4,Nov_2020,2020,Nov,24.306
Vexterna.Planos,Vexterna,Planos,4,Nov_2020,2020,Nov,65.705
Vexterna.Longos,Vexterna,Longos,4,Nov_2020,2020,Nov,110.426
Vexterna.Placas,Vexterna,Placas,4,Nov_2020,2020,Nov,483.21
Vexterna.Blocos,Vexterna,Blocos,4,Nov_2020,2020,Nov,0.707
Cexterior.Planos,Cexterior,Planos,4,Nov_2020,2020,Nov,49.445
Cexterior.Longos,Cexterior,Longos,4,Nov_2020,2020,Nov,97.812
Cexterior.Placas,Cexterior,Placas,4,Nov_2020,2020,Nov,364.995
Cexterior.Blocos,Cexterior,Blocos,4,Nov_2020,2020,Nov,2.128
Importacao.Planos,Importacao,Planos,4,Nov_2020,2020,Nov,131.34
Importacao.Longos,Importacao,Longos,4,Nov_2020,2020,Nov,66.311
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Nov_2020,2020,Nov,1.177
Caparente.Planos,Caparente,Planos,4,Nov_2020,2020,Nov,1190.791
Caparente.Longos,Caparente,Longos,4,Nov_2020,2020,Nov,842.711
Producao.Aco Bruto,Producao,Aco Bruto,4,Dez_2020,2020,Dez,2886.223
Producao.Planos,Producao,Planos,4,Dez_2020,2020,Dez,1253.052
Producao.Longos,Producao,Longos,4,Dez_2020,2020,Dez,837.353
Producao.Placas,Producao,Placas,4,Dez_2020,2020,Dez,572.893
Producao.Blocos,Producao,Blocos,4,Dez_2020,2020,Dez,43.27
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Dez_2020,2020,Dez,2338.875
Vinterna.Planos,Vinterna,Planos,4,Dez_2020,2020,Dez,1089.852
Vinterna.Longos,Vinterna,Longos,4,Dez_2020,2020,Dez,699.882
Vinterna.Placas,Vinterna,Placas,4,Dez_2020,2020,Dez,11.115
Vinterna.Blocos,Vinterna,Blocos,4,Dez_2020,2020,Dez,26.019
Vexterna.Planos,Vexterna,Planos,4,Dez_2020,2020,Dez,75.552
Vexterna.Longos,Vexterna,Longos,4,Dez_2020,2020,Dez,125.09
Vexterna.Placas,Vexterna,Placas,4,Dez_2020,2020,Dez,694.043
Vexterna.Blocos,Vexterna,Blocos,4,Dez_2020,2020,Dez,25.85
Cexterior.Planos,Cexterior,Planos,4,Dez_2020,2020,Dez,89.938
Cexterior.Longos,Cexterior,Longos,4,Dez_2020,2020,Dez,135.393
Cexterior.Placas,Cexterior,Placas,4,Dez_2020,2020,Dez,537.564
Cexterior.Blocos,Cexterior,Blocos,4,Dez_2020,2020,Dez,3.432
Importacao.Planos,Importacao,Planos,4,Dez_2020,2020,Dez,130.09
Importacao.Longos,Importacao,Longos,4,Dez_2020,2020,Dez,73.079
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Dez_2020,2020,Dez,0.893
Caparente.Planos,Caparente,Planos,4,Dez_2020,2020,Dez,1232.427
Caparente.Longos,Caparente,Longos,4,Dez_2020,2020,Dez,799.769
Producao.Aco Bruto,Producao,Aco Bruto,1,Jan_2021,2021,Jan,3003.522
Producao.Planos,Producao,Planos,1,Jan_2021,2021,Jan,1293.969
Producao.Longos,Producao,Longos,1,Jan_2021,2021,Jan,872.758
Producao.Placas,Producao,Placas,1,Jan_2021,2021,Jan,596.597
Producao.Blocos,Producao,Blocos,1,Jan_2021,2021,Jan,24.384
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Jan_2021,2021,Jan,2429.518
Vinterna.Planos,Vinterna,Planos,1,Jan_2021,2021,Jan,1134.115
Vinterna.Longos,Vinterna,Longos,1,Jan_2021,2021,Jan,760.218
Vinterna.Placas,Vinterna,Placas,1,Jan_2021,2021,Jan,8.502
Vinterna.Blocos,Vinterna,Blocos,1,Jan_2021,2021,Jan,20.969
Vexterna.Planos,Vexterna,Planos,1,Jan_2021,2021,Jan,56.710999999999956
Vexterna.Longos,Vexterna,Longos,1,Jan_2021,2021,Jan,73.21300000000001
Vexterna.Placas,Vexterna,Placas,1,Jan_2021,2021,Jan,433.273
Vexterna.Blocos,Vexterna,Blocos,1,Jan_2021,2021,Jan,2.332
Cexterior.Planos,Cexterior,Planos,1,Jan_2021,2021,Jan,45.998
Cexterior.Longos,Cexterior,Longos,1,Jan_2021,2021,Jan,119.227
Cexterior.Placas,Cexterior,Placas,1,Jan_2021,2021,Jan,363.49
Cexterior.Blocos,Cexterior,Blocos,1,Jan_2021,2021,Jan,2.434
Importacao.Planos,Importacao,Planos,1,Jan_2021,2021,Jan,200.906
Importacao.Longos,Importacao,Longos,1,Jan_2021,2021,Jan,74.515
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Jan_2021,2021,Jan,49.053
Caparente.Planos,Caparente,Planos,1,Jan_2021,2021,Jan,1344.807
Caparente.Longos,Caparente,Longos,1,Jan_2021,2021,Jan,866.263
Producao.Aco Bruto,Producao,Aco Bruto,1,Fev_2021,2021,Fev,2845.184
Producao.Planos,Producao,Planos,1,Fev_2021,2021,Fev,1211.463
Producao.Longos,Producao,Longos,1,Fev_2021,2021,Fev,838.785
Producao.Placas,Producao,Placas,1,Fev_2021,2021,Fev,537.701
Producao.Blocos,Producao,Blocos,1,Fev_2021,2021,Fev,19.243
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Fev_2021,2021,Fev,2248.147
Vinterna.Planos,Vinterna,Planos,1,Fev_2021,2021,Fev,1090.464
Vinterna.Longos,Vinterna,Longos,1,Fev_2021,2021,Fev,756.89
Vinterna.Placas,Vinterna,Placas,1,Fev_2021,2021,Fev,13.147
Vinterna.Blocos,Vinterna,Blocos,1,Fev_2021,2021,Fev,22.446
Vexterna.Planos,Vexterna,Planos,1,Fev_2021,2021,Fev,79.576
Vexterna.Longos,Vexterna,Longos,1,Fev_2021,2021,Fev,61.06
Vexterna.Placas,Vexterna,Placas,1,Fev_2021,2021,Fev,513.623
Vexterna.Blocos,Vexterna,Blocos,1,Fev_2021,2021,Fev,2.784
Cexterior.Planos,Cexterior,Planos,1,Fev_2021,2021,Fev,58.394
Cexterior.Longos,Cexterior,Longos,1,Fev_2021,2021,Fev,89.533
Cexterior.Placas,Cexterior,Placas,1,Fev_2021,2021,Fev,617.598
Cexterior.Blocos,Cexterior,Blocos,1,Fev_2021,2021,Fev,0.047
Importacao.Planos,Importacao,Planos,1,Fev_2021,2021,Fev,133.079
Importacao.Longos,Importacao,Longos,1,Fev_2021,2021,Fev,102.509
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Fev_2021,2021,Fev,98.282
Caparente.Planos,Caparente,Planos,1,Fev_2021,2021,Fev,1237.75
Caparente.Longos,Caparente,Longos,1,Fev_2021,2021,Fev,887.621
